X,y
-1.7281365684326688,-2.2178426524111323
-1.7046245174735986,-2.258299142569588
-1.6811124665145285,-1.4862214214672955
-1.6576003606194762,-2.0373150858727094
-1.634088309660406,-1.4777165457725754
-1.610576258701336,-1.4421233292314826
-1.5870641802742746,-1.6069539829862989
-1.5635521293152046,-1.715869306596349
-1.5400400508881433,-1.4459248458168157
-1.516527999929073,-1.1126325354934936
-1.493015948970003,-1.413260693000024
-1.4695038705429417,-1.608463386564845
-1.4459918195838717,-0.7132535920904486
-1.4224797411568104,-1.1999072146048648
-1.3989676901977401,-0.9164617851714847
-1.3754556255046746,-0.8272582901102492
-1.3519435608116088,-0.6928988481688553
-1.3284314961185433,-0.7054110632999794
-1.3049194314254775,-0.38920952159756433
-1.2814073667324117,-0.49501572721318804
-1.2578953089063438,-0.5996788817241793
-1.2343832442132783,-0.41883043764739264
-1.2108711863872104,-0.7776889121563181
-1.1873591216941446,-0.7401681352445557
-1.1638470570010788,-0.8110618054403559
-1.1403350335099998,-0.5830831193517524
-1.116822968816934,-0.26280083561059103
-1.0933109041238684,-0.21443565446282312
-1.0697988462978005,-0.06596734696840625
-1.0462867816047348,-0.27708705571432335
-1.0227747237786668,-0.034129457190633004
-0.9992626590856012,0.10007377111254882
-0.9757505943925354,-0.016274424488837032
-0.9522385296994698,-0.26412706476597597
-0.9287264650064041,0.3295350439558644
-0.9052144003133384,-0.024473366935466444
-0.8817023493542683,0.04542660184278869
-0.858190270927207,0.2686900264690486
-0.8346782199681368,0.4692004377137022
-0.8111661415410757,0.1530649303524436
-0.7876540905820055,0.4366446024444689
-0.7641420396229354,0.3259562478576088
-0.7406299611958741,0.7525433187176319
-0.7171179102368039,0.4510336198115356
-0.6936058318097428,0.756568890407609
-0.6700937808506726,0.8770007764430096
-0.6465817298916025,0.6293467060177143
-0.6230696239965502,0.6771339441791077
-0.59955757303748,0.9105845557129929
-0.5760455220784099,0.4949279798196808
-0.5760455220784099,1.0960113371658495
-0.5525334711193397,0.9863160005404873
-0.5290214201602695,1.1017323176203364
-0.5055093142652173,0.9737331765518719
-0.4819972633061471,0.9663688583052574
-0.45848521234707695,0.9269377722236593
-0.4349731613880068,1.0331604209938463
-0.41146105549295453,0.9520377237924981
-0.38794900453388437,1.1934889187350908
-0.3644369535748142,0.9569453721859249
-0.34092490261574404,0.9314701368634761
-0.3174128516566739,0.8641043937185069
-0.2939007457616216,0.9924923378560794
-0.27038869480255145,1.0370390355871044
-0.2468766438434813,0.9095000152964652
-0.22336453794842906,0.9271813888332026
-0.1998524869893589,1.044583672302693
-0.17634043603028873,1.0030252690932289
-0.15282838507121854,1.007824403515759
-0.12931633411214838,0.9665620908242815
-0.10580428315307822,1.1583357510958907
-0.08229223219400804,0.9685879561967818
-0.05878018123493787,1.1350357688633472
-0.03526802040390359,0.935433012992613
-0.011755969444833416,1.0138952777292702
0.011755971642272649,1.0605561759000537
0.03526802260134282,0.9127204540916963
0.0587801834323771,1.0560950532860074
0.08229223439144727,1.0285570399262933
0.10580428535051745,0.9747962660630107
0.1293163363095876,0.9666586784562717
0.15282838726865777,0.8972713477204025
0.17634043822772796,1.066914349647054
0.19985248918679813,1.175693867828349
0.2233645401458683,1.0483088062218535
0.24687659110493848,1.059679469614736
0.2703887519359727,1.0430311260910716
0.29390080289504295,0.8747010532608328
0.3174128538541131,1.090956720736856
0.34092490481318327,1.0957987183088598
0.36443695577225343,0.8921677612122899
0.3879490067313236,0.9909735657329717
0.41146105769039376,1.0594584942873453
0.4349731086494639,0.9612515008036244
0.45848515960853414,0.7361465936895565
0.4819973204395684,0.9644226730220885
0.5055093713986386,0.9718691420304877
0.5290214223577088,0.9106914003715402
0.5525334733167789,1.1218079883749252
0.5760455242758491,0.9081197002399025
0.5760455242758491,0.9157361170895788
0.5995575752349193,0.7708476045563402
0.6230696261939894,1.106439905607434
0.6465816771530596,0.6180536915545056
0.6700937281121297,0.7972788411630682
0.6936058889431641,0.6438525402457003
0.7171178300302701,0.808379043562053
0.7406299908613044,0.4737432079998944
0.7641419319484105,0.6041850451783415
0.7876540927794448,0.3497830745139737
0.811166253610479,0.2306827355482427
0.8346781946975851,-0.2810830840868281
0.8581903555286193,0.47393494396582286
0.8817022966157254,-0.29528305869120003
0.9052144574467597,0.1413880484762837
0.9287263985338657,-0.003860249808670094
0.9522385593649001,0.14915059281510903
0.9757505004520061,0.011722106028814457
0.9992626612830404,0.04945729277294783
1.0227748221140747,-0.37410380665553306
1.0462867632011807,-0.12384655736526674
1.069798924032215,-0.7752792683263259
1.093310865119321,-0.5852680677318429
1.1168230259503553,-0.45301177221330297
1.1403349670374614,-0.43152996185940784
1.1638471278684956,-0.8186393693498032
1.1873590689556017,-0.41123610911964625
1.210871229786636,-0.5125669309582211
1.234383170873742,-0.4121908979049306
1.2578953317047763,-0.9454362815390943
1.2814072727918824,-1.0524841892449937
1.3049194336229166,-0.6872181624102677
1.328431594453951,-1.1623001759151461
1.3519435355410572,-1.036864745693986
1.3754556963720914,-0.7427399749813027
1.3989676374591975,-1.1217343160216575
1.4224797982902317,-1.2789383412688429
1.4459917393773378,-1.419022161663534
1.469503900208372,-1.316707453698086
1.4930158412954782,-1.371424536822256
1.5165280021265124,-1.4680666812877765
1.5400401629575466,-1.4944525154555155
1.5635521040446527,-1.6129369718055864
1.587064264875687,-1.881159019696109
1.610576205962793,-1.7145659714571109
1.6340883667938273,-1.7127889926285416
1.6576003078809334,-1.5732770326545273
1.6811124687119676,-1.7634918720431356
1.7046244097990737,-2.1864853807242284
1.728136570630108,-1.9009772209139495
